LabComponentKey,LabComponentEpicId,measurement_concept_id,CommonName,BundleName,n_lab_component_result,n_procedure_orders
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (SERUM SAVE),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (SFLC by alternative method - for attn Simon Salter),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (SFLC by alternative method - for attn Simon Salter),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (SFLC by alternative method - for attn Simon Salter),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (SST GOLD SAMPLE  X1 . PLEASE SEND THIS SAMPLE TO TRANSFUSION LAB - FOR ANTIPLATELET ANTIBODY TESTING.),143,1
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (SST GOLD SAMPLE  X1 . PLEASE SEND THIS SAMPLE TO TRANSFUSION LAB - FOR ANTIPLATELET ANTIBODY TESTING.),2556,1
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (SST GOLD SAMPLE  X1 . PLEASE SEND THIS SAMPLE TO TRANSFUSION LAB - FOR ANTIPLATELET ANTIBODY TESTING.),3045,1
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salavary cortisol),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salavary cortisol),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salavary cortisol),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Saliva cortisol midnight),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Saliva cortisol midnight),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Saliva cortisol midnight),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Saliva cortisol),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Saliva cortisol),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Saliva cortisol),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivaary cortisol),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivaary cortisol),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivaary cortisol),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary  cortisol),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary  cortisol),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary  cortisol),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol - Patient done on 19 February 2024 at 12:00 midnight),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol - Patient done on 19 February 2024 at 12:00 midnight),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol - Patient done on 19 February 2024 at 12:00 midnight),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 07/08/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 07/08/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 07/08/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 11 pm 25/07/2022),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 11 pm 25/07/2022),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 11 pm 25/07/2022),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 11 pm 6/12/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 11 pm 6/12/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 11 pm 6/12/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 13/03/20 at midnight),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 13/03/20 at midnight),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 13/03/20 at midnight),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 15/06/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 15/06/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 15/06/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 18/06/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 18/06/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 18/06/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 19/04/2024 at 12:00 midnight),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 19/04/2024 at 12:00 midnight),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 19/04/2024 at 12:00 midnight),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 21/01/2024 at 11 PM),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 21/01/2024 at 11 PM),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 21/01/2024 at 11 PM),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 22/01/2024),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 22/01/2024),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 22/01/2024),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 22/03/20 at 1135pm),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 22/03/20 at 1135pm),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 22/03/20 at 1135pm),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 22/10/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 22/10/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 22/10/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 26/12/2023 at 12 midnight),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 26/12/2023 at 12 midnight),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 26/12/2023 at 12 midnight),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 8/08/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 8/08/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 8/08/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done 8/1/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done 8/1/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done 8/1/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,"Biochemistry Miscellaneous Test (Salivary Cortisol done November 23, 2023 at 2300 pm)",143,2
9621,3040737,3017575,RESULT RSLU,"Biochemistry Miscellaneous Test (Salivary Cortisol done November 23, 2023 at 2300 pm)",2556,2
9620,3040736,3017278,TEST NAME TN,"Biochemistry Miscellaneous Test (Salivary Cortisol done November 23, 2023 at 2300 pm)",3045,2
21095,5412,NA,HISTORIC COMMENT,"Biochemistry Miscellaneous Test (Salivary Cortisol done November 3, 2023 at midnight)",143,1
9621,3040737,3017575,RESULT RSLU,"Biochemistry Miscellaneous Test (Salivary Cortisol done November 3, 2023 at midnight)",2556,1
9620,3040736,3017278,TEST NAME TN,"Biochemistry Miscellaneous Test (Salivary Cortisol done November 3, 2023 at midnight)",3045,1
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done midnight dated 2/11/2022),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done midnight dated 2/11/2022),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done midnight dated 2/11/2022),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done),143,1
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done),2556,1
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done),3045,1
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done-20/11/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done-20/11/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done-20/11/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol done21/03/20 at0015am),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol done21/03/20 at0015am),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol done21/03/20 at0015am),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol taken 1:30 am 12/8/21),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol taken 1:30 am 12/8/21),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol taken 1:30 am 12/8/21),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol taken at 12:20 am on 31/07/2021),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol taken at 12:20 am on 31/07/2021),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol taken at 12:20 am on 31/07/2021),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary Cortisol taken at 1:15 am on 22/08/2021),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary Cortisol taken at 1:15 am on 22/08/2021),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary Cortisol taken at 1:15 am on 22/08/2021),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortiosl),143,1
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortiosl),2556,1
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortiosl),3045,1
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortiso),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortiso),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortiso),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol - done 24/01/2023 at 2310),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol - done 24/01/2023 at 2310),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol - done 24/01/2023 at 2310),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 06/01/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 06/01/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 06/01/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 11pm done 7/112/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 11pm done 7/112/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 11pm done 7/112/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 12/11/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 12/11/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 12/11/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 13/11/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 13/11/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 13/11/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 19/11/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 19/11/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 19/11/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 24/07/2022),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 24/07/2022),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 24/07/2022),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 24/10/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 24/10/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 24/10/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 25/01/2023 at 2330pm),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 25/01/2023 at 2330pm),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 25/01/2023 at 2330pm),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 6/12/2023),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 6/12/2023),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 6/12/2023),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done 9/11/23 at midnight),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done 9/11/23 at midnight),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done 9/11/23 at midnight),3045,2
21095,5412,NA,HISTORIC COMMENT,"Biochemistry Miscellaneous Test (Salivary cortisol done January 22, 2024 at 11:04 PM)",143,2
9621,3040737,3017575,RESULT RSLU,"Biochemistry Miscellaneous Test (Salivary cortisol done January 22, 2024 at 11:04 PM)",2556,2
9620,3040736,3017278,TEST NAME TN,"Biochemistry Miscellaneous Test (Salivary cortisol done January 22, 2024 at 11:04 PM)",3045,2
21095,5412,NA,HISTORIC COMMENT,"Biochemistry Miscellaneous Test (Salivary cortisol done March 10, 2024 at 12 midnight)",143,2
9621,3040737,3017575,RESULT RSLU,"Biochemistry Miscellaneous Test (Salivary cortisol done March 10, 2024 at 12 midnight)",2556,2
9620,3040736,3017278,TEST NAME TN,"Biochemistry Miscellaneous Test (Salivary cortisol done March 10, 2024 at 12 midnight)",3045,2
21095,5412,NA,HISTORIC COMMENT,"Biochemistry Miscellaneous Test (Salivary cortisol done November 22, 2023 at 2300pm)",143,2
9621,3040737,3017575,RESULT RSLU,"Biochemistry Miscellaneous Test (Salivary cortisol done November 22, 2023 at 2300pm)",2556,2
9620,3040736,3017278,TEST NAME TN,"Biochemistry Miscellaneous Test (Salivary cortisol done November 22, 2023 at 2300pm)",3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done midnight of 4/11/2022),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done midnight of 4/11/2022),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done midnight of 4/11/2022),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol done midnight- 3/11/2022),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol done midnight- 3/11/2022),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol done midnight- 3/11/2022),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol taken 26/08/2021 at 11 pm),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol taken 26/08/2021 at 11 pm),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol taken 26/08/2021 at 11 pm),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol taken at 1:30 am on 2/08/2021),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol taken at 1:30 am on 2/08/2021),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol taken at 1:30 am on 2/08/2021),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol taken at 1:50 am on 15/8/21),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol taken at 1:50 am on 15/8/21),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol taken at 1:50 am on 15/8/21),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary cortisol),143,154
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary cortisol),2556,154
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary cortisol),3045,154
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivary ortisol),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivary ortisol),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivary ortisol),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivery cortisol),143,4
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivery cortisol),2556,4
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivery cortisol),3045,4
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Salivry Cortisol - sample done 09/11/2023 at midnight),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Salivry Cortisol - sample done 09/11/2023 at midnight),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Salivry Cortisol - sample done 09/11/2023 at midnight),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Sallivary Cortisol),143,4
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Sallivary Cortisol),2556,4
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Sallivary Cortisol),3045,4
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Screen for POmpe disease- as per GOSH enzyme lab can be done with acylcarnitine from Guthrie),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Screen for POmpe disease- as per GOSH enzyme lab can be done with acylcarnitine from Guthrie),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Screen for POmpe disease- as per GOSH enzyme lab can be done with acylcarnitine from Guthrie),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Serum Gold),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Serum Gold),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Serum Gold),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Serum aldolase (Please see email trail)),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Serum aldolase (Please see email trail)),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Serum aldolase (Please see email trail)),3045,2
21095,5412,NA,HISTORIC COMMENT,"Biochemistry Miscellaneous Test (Serum cr, U&Es LFT)",143,1
9621,3040737,3017575,RESULT RSLU,"Biochemistry Miscellaneous Test (Serum cr, U&Es LFT)",2556,1
9620,3040736,3017278,TEST NAME TN,"Biochemistry Miscellaneous Test (Serum cr, U&Es LFT)",3045,1
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Serum pentamidine trough levels),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Serum pentamidine trough levels),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Serum pentamidine trough levels),3045,2
21095,5412,NA,HISTORIC COMMENT,"Biochemistry Miscellaneous Test (Sodium, potassium, creatinine, Estimated GFR)",143,1
9621,3040737,3017575,RESULT RSLU,"Biochemistry Miscellaneous Test (Sodium, potassium, creatinine, Estimated GFR)",2556,1
9620,3040736,3017278,TEST NAME TN,"Biochemistry Miscellaneous Test (Sodium, potassium, creatinine, Estimated GFR)",3045,1
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Standard biochemistry + lactate),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Standard biochemistry + lactate),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Standard biochemistry + lactate),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Stone analysis),143,1
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Stone analysis),2556,1
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Stone analysis),3045,1
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (T-cell proliferation),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (T-cell proliferation),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (T-cell proliferation),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (TBG),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (TBG),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (TBG),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (TFTs for assay interference),143,1
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (TFTs for assay interference),2556,1
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (TFTs for assay interference),3045,1
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (TOXICOLOGY DRUG SCREEN INCLUDING KETAMINE),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (TOXICOLOGY DRUG SCREEN INCLUDING KETAMINE),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (TOXICOLOGY DRUG SCREEN INCLUDING KETAMINE),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (TOXICOLOGY SCREEN INCLUDING KETAMINE),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (TOXICOLOGY SCREEN INCLUDING KETAMINE),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (TOXICOLOGY SCREEN INCLUDING KETAMINE),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (TSHR Manual method. to be proceessed at halo Level 2),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (TSHR Manual method. to be proceessed at halo Level 2),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (TSHR Manual method. to be proceessed at halo Level 2),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Testosterone),143,3
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Testosterone),2556,3
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Testosterone),3045,3
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Thiocyanate Level (urine sample)),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Thiocyanate Level (urine sample)),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Thiocyanate Level (urine sample)),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Thiopentone Level),143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (Thiopentone Level),2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (Thiopentone Level),3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (This Specimen is DRUG RESIDUE. As discussed with Duty Biochemist. Urine sample to be sent to Birmingham via Whitfield Street for testing of psychoactive and novel psychoactive substances. To be sent paired with dru...,143,2
9621,3040737,3017575,RESULT RSLU,Biochemistry Miscellaneous Test (This Specimen is DRUG RESIDUE. As discussed with Duty Biochemist. Urine sample to be sent to Birmingham via Whitfield Street for testing of psychoactive and novel psychoactive substances. To be sent paired with dru...,2556,2
9620,3040736,3017278,TEST NAME TN,Biochemistry Miscellaneous Test (This Specimen is DRUG RESIDUE. As discussed with Duty Biochemist. Urine sample to be sent to Birmingham via Whitfield Street for testing of psychoactive and novel psychoactive substances. To be sent paired with dru...,3045,2
21095,5412,NA,HISTORIC COMMENT,Biochemistry Miscellaneous Test (Thyroid hormone resistance genetic test),143,2
